Review,Kategori
"Buruk sekali koneksinya untuk pembayaran aplikasi rekanan online, seperti terjadi bug, konfirmasi pembayaran transaksi jadi berdouble double dalam riwayat aplikasi rekanan online, seperti bibit, sangat kacau",Kualitas Teknis & Aplikasi
Bad apps. Masa mau masuk aja susah. Suruh masukin email giliran udah di cantumin katanya email mu sudah terdaftar. Ya emang udah terdaftar sejak daftar pertama dulu. Kalo ga terdaftar ntar di bilang lagi email belum terdaftar. Ini server nya gimana sih.. Ribet amat mau masuk aja Jadi males mau make nih aplikasi. Perbaiki tuh aplikasi nya. Kasih opsi buat masuk pake akun google aja biar gampang. Mau make gitu aja di persulit. Idup orang udah sulit mau masuk aplikasi aja di tambah di persulit,Kualitas Teknis & Aplikasi
"Terima kasih GOJEK, saya sudah dapat banyak uang dari GOFOOD. . . Proses pembuatan akun merchant cepat dan tidak ribet kaya sebelah, saya punya saran kalau bisa untuk merchant diperlihatkan nomor pembeli lagi kaya dulu jangan hanya nomor driver aja dan dibuatkan chat antara driver dan merchant",Interaksi & Pelayanan Driver
"Aplikasinya bgus, membantu sekali untuk transportasi. Sering ada promo juga itu sangat menyenangkan bagi konsumen,namun ada beberapa driver yg tdk memberikan layanan yg kurang memuaskan mulai dari mengcancel pesanan yg urgen,driver terlalu lama nyamperinya,kalau pas ada promo ongkos antar banyak driver yg g mau nglayanin apa lg klo ongkosnya murah pasti drivernya klo mau dg wajah yg cemberut,tolong lebih ditingkatkan untuk pelayanan ke konsumen. Kalau perlu adanya pelatihan dan peraturan driver dlm melayani konsumen jd kerja jga profesional.untuk harga jga disesuaikan maupun disosialisakan agar tdk terjadi hal2 yg buat tdk nyaman.",Interaksi & Pelayanan Driver
"Akhir2 ini kenapa lemot banget ya aplikasinya. Ketetagan internet mati, padahal internet lancar, buka aplikasi sbelah juga lancar",Kualitas Teknis & Aplikasi
"Kalau sudah lewat dari jam 00:00, akan sangat susah untuk order gojek, walau pun titik jemputnya di perkotaan. Padahal tidak hujan.",Kualitas Teknis & Aplikasi
"Stelah diupdate malah error terus, tetiba gak bisa masuk, ke logout sendiri, parahnya mau transfer antar bank gk bisa lagi, menu pilihannya gak ada..",Kualitas Teknis & Aplikasi
"Kecewa saya dengan apk ini, saldo yang di transfer hilang, saldo gak masuk ke bank tujuan, uang saya tidak di kembalikan, Transfer nominal 300000 kebawah normal normal aja, giliran transfer 500000 ke atas ada kendala, saya kecewa sudah 1 bulan saldo / uang saya tidak kembali , bikin laporan cuman di proses doang, parah lah , sangat kecewa",Kualitas Teknis & Aplikasi
"resto nya pda telat smua nya,hrus diperbaikin lgi",Ketepatan Waktu & Efisiensi
"aplikasi sangat membantu,tapi kadang suka error di saat memesan,kadang juga selalu bikin salah paham antara cs dan driver karna susah nya membtal kan order..walo begitu saya tetap setia di aplikasi ini tak mau pindah ke sebelah..yu benerin yu.ngak apa apa apk agak gede juga yang penting semua lancar..",Interaksi & Pelayanan Driver
"Map utk driver gocar sepertinya kacau atau driver perlu dilatih cara membaca peta. Beberapa kali saya pesan gocar driver sepertinya bingung untuk menjemput, kadang ngide milih jalan akhirnya tersesat. Padahal di maps saya sudah sesuai diberikan jalur termudah. Cukup merugikan waktu menunggu driver yg tersesat kemudian malah mengcancel dan harus memesan lagi. Apalagi dipesan untuk perjalanan ke bandara",Interaksi & Pelayanan Driver
"Sangat membantu, terutama buat anak kosan yg laper tengah malem trus mager kuar. Thankyou so much. Dan waktu otw krja waktu udah mepet gada kendaraan umum yaa pake go ride. Kebetulan lagi banyak promo juga",Kualitas Teknis & Aplikasi
"Pelayanan cepat, tepat. Tarifnya masih mahal. Tolong tarifnya di turunkan lagi. supaya lebih ramai lagi. dan banyak peminatnya. supaya castomer lebih banyak. biar perjalanannya nyaman, cepat, memadai, tarif murah. Tolong tarif di turunkan kembali.",Kualitas Teknis & Aplikasi
"Mohon kembalikan uang saya 20K! Saya sudah transfer ke akun saya 20K di suruh tunggu saya tunggu namun tidak ada kabar dan pada saat pengecekan diberitahu kalau saya belum transfer apa-apa.. what? Percuma saya transfer kalau gitu! Juga kenapa gojek makin hari aplikasi nya makin berat? Sering tidak ada notif, ngelag terus-menerus, dll.. mohon perbaiki seperti semula dan kembalikan uang saya!",Kualitas Teknis & Aplikasi
"Gojek sangat membantu saya dan saya selalu mendapatkan voucher gratis baik go-ride, go-food maupun go-car.. Namun akhir2 ini entah kenapa beberapa kali saya transaksi go-ride, go-pulsa dan terakhir hari ini go-bills menggunakan go-pay tapi tidak mendapatkan token.. Tolong dicek dan diperbaiki, thanks Gojek",Harga & Promosi
sangat membantu untuk mengantarkan ke tempat tujuan dgn aman dan selamat,Ketepatan Waktu & Efisiensi
para driver gojek plis lah.. kalian pada niat ngegojek gak sih? suka banget cancel orderan. udah diterima kadang di chat gak pernah di respon. kalo pas hujan okelah. ini cuaca terang benderang loh. gojek plis lah kita sama2 untung kok. tidak ada yg di rugikan. apalagi kadanf dengan alasan jauh. saya pribadi gak masalah loh nunggu belasan menit. emang dasarnya aja pemalas. ini saya sehari bisa loh sampe sepuluh an lebih driver gojek cancel in.,Interaksi & Pelayanan Driver
Katanya suruh upgrade sudah di upgrade pakai ktp tulisanya sudah berhasil waktu mau tarik tunai suruh upgrade lagi waktu sudah di upgrade malah gak bisa di pakai sampai sekarang tulisanya dalam proses terus sejak tanggal 9 september,Kualitas Teknis & Aplikasi
"Layanannya bagus, cuman ada beberapa dikit yg mau saya sampaikan kan, 1. Tidak bisa mengupgrade akun 2. Disaat saya lagi gofoood makanan/minuman, biasa nya yg ngirim nya itu beda dari profil akun nya Itu aja sih",Kualitas Teknis & Aplikasi
"Menu reviewnya tidak ditampilkan dengan baik. Karena seringkali kepencet dikit langsung hilang. Dan gak bisa ditrack ulang. Saya sedih sekali ketika sudah janji mau ngasih tips ke driver, tapi gagal. Keusap dikit sudah hilang saja itu review.. coba dibikin kayak review di Tokped. Jadi sampai 3 bulan juga masih bisa kita tracking. Thank you!!",Interaksi & Pelayanan Driver
"Lebih bagus dari pada GRAB.. Ada misi, ada voucher gratis, banyak diskon.. Satu lagi.. PUNYA ANAK BANGSA! so.. Buat kalian dari pada pakai GRAB bagus pakai GO-JEK.. kenapa? Menguntungkan BANGSA kita.. Semoga generasi milenial lainya bisa memanfaatkan era Digital.",Kualitas Teknis & Aplikasi
"Entah kenapa Gopay Sekarang jadi Pelit dan Pembayarannya jadi Banyak Admin dll. Cma yg point Minus untuk Paylater, Menurut saya Sekarang malah jdi makin ribet dan Sulit. . . Mau dibayar malah ditahan² harus nunggu tgl jatuh tempo nya, sedangkan saya biasanya kalau Dana sudah pegang langsung saya Lunas²in. . . Tpi kek nya ini malah bikin ribet karena harus nunggu dlu. 1 sisi terlihat menguntungkan bagi yg suka menunda pembayaran, tpi bagi saya malah merugikan.",Harga & Promosi
saya pesan go-food dari restauran yg sama sebelum ny saya pesan harga nya sesuai dg yg di aplikasi tapi setelah saya pesan lg harga nya jadi beda padahal yg di aplikasi cuma 74rb tapi kata driver semua nya jadi 83rb kok bisa beda yaa,Interaksi & Pelayanan Driver
"aku kasih bintang 3, tolong, kalau selama ramadhan, untuk customer"" yg ingin sahur, itu kesusahan dpt driver, tolong di perhatikan lagi.",Interaksi & Pelayanan Driver
"Selama pakai aplikasi go jek terutama go-send kerjaan sy sangat terbantu dan pelayanan gosend pun cepat dan ramah personilnya klu pun ada beberapa kali mengalami kesal dikrnkan kesalahan sendiri salah ksh titik , selama ini oke2 saja go jek",Interaksi & Pelayanan Driver
Terimakasih buat alat transportasi dan sekaligus buat untuk berbagai macam untuk pemesanan dan juga untuk adanya prakerja dan saya sudah meng upgrade aplikasi plus dan masih dalam proses.dan mohon bantuannya untuk selanjutnya terimakasih,Kualitas Teknis & Aplikasi
"sy langanan udah tahunan akun M devin rafael .. makan,belanja,isi pulsa , trnsport , bahkan gomessege semua dalam aplikasi ini dan sangat membantu .. tiba2 suatu ketika gunakan aplikasi gomessege dengan trapis yg sy tidak suka selalu mengambil order sy , sy cancel berkali2 masih sj ambil order smpai akhirnya akun sy diblokir bahkan hampir setiap jam dpt pesan AKUN TELAH DI SUSPEND yg brdampak bukan hanya messege tp seluruh aktifitas gojek sy tidak bisa sy gunakan .. trimaksih SY KAPOK byeee",Interaksi & Pelayanan Driver
"Sangat kecewa pada aplikasi ini saya pesan gofood stuck di""pesanan sudah masuk tapi gak diproses2 trus gagal sendiri . Sudah hampir 1 jam saya tunggu tampilan nya begitu saja. Sudah lama gak pakai karena gak ad promo sekali nya mau pesan malah begitu aplikasi nya tidak ada kemajuan.. Mohon diperbaiki aplikasinya . Semakin lama semakin jelek aplikasinya. Ga usah di pakai lgi aplikasi bikin pusing kyak gini.",Kualitas Teknis & Aplikasi
"Sekarang dapat kurir lama banget area Medan Marelan , lagi laper malah nunggu makanan hampir sejam. Tidak seperti dulu langsung gercep. Aplikasi juga gak bisa pantau driver udh dmna . Lama lama beralih aplikasi orens",Interaksi & Pelayanan Driver
"Upgrade gopay pro tdk bisa krn terkendala id yg sudah terdaftar d nomor hp yg sudah tidak aktif lg,minta solusi penutupan akun lama k cs tp tidak ada hasil.Setelah saldo habis nanti langsung uninstal apk.",Kualitas Teknis & Aplikasi
"Aplikasi gajelas bnyk iklan ny, jdi kalah.",Kualitas Teknis & Aplikasi
"Kalau ngasih voucher itu yang ikhlas gak usah pake embel embel segala.... voucher kok harus bisa di gunakan dengan minimal belanja... Voucher apa itu.... ?? Makin besar kok makin Pelit... aplikasinya semakin naik versi semakin ribet pemakaiannya,bikin pusing Castamer,terlalu banyak kamar, boros kuota.. di tambah lagi biaya aplikasi.pemakaian aplikasi menggunakan kuota castamer kenapa harus di bebankan biaya aplikasi lagi ...? Ini aplikasi rasa Rentenir.",Kualitas Teknis & Aplikasi
Assalamualaikum.. sy penasaran knp skrg ongkir minimal 10rb plus biaya aplikasi 3rb. Yg lbh aneh lg klo pake akun anak sy biaya lbh murah. Dg pesanan & alamat yg sama ongkir hanya 5rb tanpa biaya aplikasi. Apakah ada perlakuan khusus utk pelanggan tertentu?,Kualitas Teknis & Aplikasi
"Kenapa ya gojek kalau pesan pasti drivernya sudah kelewat, atau kalau gak gitu drivernya dapatnya jauh banget, beda sama tetangga dapatnya gak jauh jauh amat. Tolong dong diperbaiki, sekarang coba aja umpama saya pesen di jalan satu arah dan kebetulan pas macet parah, gimana kalau kalian jadi saya atau jadi drivernya. Untuk harganya sih terjangkau. Makasih",Interaksi & Pelayanan Driver
"Mengapa aplikasi gojek punya saya sudah beberapa hari ini tidak bisa di pakai.., pas buka aplikasi sudah muncul home tp loading terus..,tampilan gak muncul semua.., muter2 terus . Ini sudah beberapa hari gak ada jawaban, Saya coba uninstall terus install ulang kok malah gak bisa login..,muter2 terus. Ini sudah lama kok gak ada jawaban Saya rubah jd bintang 1 dulu...",Kualitas Teknis & Aplikasi
"fungsi biaya pemesanan apa ya?? kenapa kalau setiap order dapat driver yg jauh?? bisa 4-5 km.. kan kasian driver nya ongkos cuma 11rb tapi jemput nya jauh . tolong ya, kalau sistem masih belum bisa diperbaiki jangan kasih biaya pemesanan.. katanya untuk meningkatkan kualitas, tapi manaaaa??? Kevin gob lok",Interaksi & Pelayanan Driver
"Sangat puas dan sangat ngebantu banget ya . Buat orang yg suka bilang profil sma aslinya beda , no bknya beda dengan aslinya aduhhhhh itu gak ush terlalu di permasalahan yg penting kita selamat sampai tujuan kita kan gak ada masalah ,ya udh lah gak ush di perpanjang juga",Ketepatan Waktu & Efisiensi
"Sudah lebih dari 40 menit gojek saya error. Setelah dapat driver lokasi driver tidak terlihat diperangkat saya. Saat saya tlp, ternyata driver sudah mengcancel dari perangkat-nya. Saat saya coba cancel dari akun saya selalu tidak bisa. Mohon bantuannya 🙏",Interaksi & Pelayanan Driver
"Drivernya udah pada manja khususnya goride. Jarak tujuan ga nyampe sekilo, harga 20k tanpa hemat tanpa promo, 15 menit kaga ada yang ngambil. Mending MAXIM, harga murah tanpa drama hemat hematan, Driver gercep datang.",Interaksi & Pelayanan Driver
"Lumayan membantu saya untuk menuju ke terminal atau pun stasiun, ataupun mencari makanan disaat lapar tapi malas keluar... Saya customer gojek yang biasa2 saja, gak rewel, gak juga pelit rating, dan saya juga jujur dalam memberikan rating atas pengalaman yang saya rasakan. Saya puas dengan pelayanan gojek... Selama ini belum pernah mengecewakan saya. Semoga tambah banyak fitur yang membantu masyarakat dan meningkatkan kualitas pelayanannya.",Ketepatan Waktu & Efisiensi
"Gojek sejak pembaruan tidak mendukung versi android di bawah 5.0, sangat kecewa sih padahal dulu masih bisa download aplikasinya dan sering order. Bukannya melakukan pembaruan pada layanannya malah membatasi pelayanannya. Satu bintang untuk aplikasi yang sangat mengecewakan",Kualitas Teknis & Aplikasi
"ngga tau lagi sama gojek, entah memang drivernya yang ga perlu duit, apa aplikasinya yang masih error. nyari driver sampe 1 jam ga nemu nemu, dengan kata kata ""yahh, driver lagi pada sibuk orderan"" ini serius apa gimana? 1 jam loh, dan di tempat ku driver gojek itu bukan hal yang 'sedikit' atau 'langka' padahal di peta nya driver cuman beberapa meter dari tempat. tetep ga nyangkut juga. tolong di benahi lagi. entah driver yang ga perlu duit atau apk error. yang jelas ngga ngebantu bngt",Interaksi & Pelayanan Driver
"Lemot sekali, waktu saya sudah mau membatalkan nya pilihan batalkan pesanan ga bisa muncul sama sekali jadi saya ga bisa batalin. Dan saat saya udah menunggu terlalu lama, barulah muncul pilihan batalkan pesanan. Tapi saat saya pilih batal kan, malah sudah ga bisa dibatalkan lagi karna sudah di pesan. Kan sangat sangat menyusahkan sekali",Interaksi & Pelayanan Driver
"sering sekali apk nya notif server sedang diperbaiki, padahal kalau dari jaringan saya tidak ada msalah, atau krna saya android atau gimana yaa saya jg gak faham, tp selalu aja server nya down, mgkin bisa di tingkatkan lagi performa apk nya, trimakasih",Kualitas Teknis & Aplikasi
"Bisa ga sih kalo ga ngasih bintang. Ini pemberitahuan kurang gopay nya kaya ee. Buat bayar 56 rebu. D infonya tulisannya gini "" saldo anda kurang : 26.455"" langsung isi dong 26.500 Pas ud d isi senilai 26.500. masih tertulis saldo anda kurang. Ternyata yg d kasih unjuk informasi nya saldo sisa kita bukan kekurangannya. Kalo mau kasih informasi kata2 nya yg bener jd kita ga keliru, kalo mau ngasih saldo kurang jan kaya gt nulisnya. Tulis aja ""sisa saldo anda :"" brp gt kasih tau sesuai.",Harga & Promosi
"lama kebanyakan di cansel, pada sombong drivernya, sudah pakai fitur prioritaspun masih sama saja, tolong di bilangin ke mitra nya. jangan sombonggg!!! milah milih orderan",Interaksi & Pelayanan Driver
Kok pas mau cari alamat di aplikasi tiba2 aja hilang dan malah muncul ke halaman semula.. Pdhl udah di coba utk di restart ulang malah masih seperti semula lagi..,Kualitas Teknis & Aplikasi
"Semakin banyak yang nomor kendaraannya tidak sama dengan yang terdaftar. Semakin banyak yang tidak memakai seragam. Semakin banyak driver yang ngeyel bin ngotot. Dalam satu detik harga yang sudah ada tiba tiba jadi naik, pas pada saat mau mesen kendaraan. Saya yang pakai gojek tiap hari sering sekali merasa ""dikerjain""",Interaksi & Pelayanan Driver
"saya kecewa sekali awal saya pakai bagus""aja tadi saya pesen driver apk nya lemot dan fitur chatnya gabisa diakses mana posisi gojeknya ga berubah lagi katanya sampai di tujuan 2 menit hampir 3jam saya nunggu tapi ga datang"" akhirnya saya batalkan..tolong dong di perbaiki lagi aplikasinya,terimakasih",Interaksi & Pelayanan Driver
"Verifikasinya gagal terus, padahal sudah pake 3 hp yg berbeda. Di hp yg pertama (realme 2) gagal karena selfi buram, yg kedua (redmi 9c) gagal entah kenapa ga bisa buat verifikasi, yang ketiga (redmi 9) gagal katanya ktp saya datanya tidak ada di ducapil.",Lainnya / Umum
"Pihak gojek kurang selektif dalam merekrut driver, terkadang saya mendapat driver yg masih belum bisa membaca lokasi tujuan dengan maps, dan masih kurang menguasai aplikasinya. Mohon untuk dapat dibenahi kembali.",Interaksi & Pelayanan Driver
"Kenapa sering kali ada pesan internet terputus, padahal untuk akses aplikasi lain tidak ada kendala. Barusan juga coba install GoBiz saat proses pendaftaran pun juga aplikasi tidak bisa mengenal kalau internet sudah berjalan. jadi harus pakai wifi dulu baru bisa lanjut. padahal tidak ada kendala sama sekali untuk buka aplikasi lainnya.",Kualitas Teknis & Aplikasi
"Kecewa sekali saya dengan apk ini, ketika saya ingin memesan gojek tiba-tiba apk nya error dan setelah saya unistal dan saya instal kembali ketika saya ingin log in ke akun saya mengapa tidak bisa? padahal nomor yang saya cantumkan sudah benar tetapi loadingnya lama sekali, tolong bagaimana ini?",Kualitas Teknis & Aplikasi
"Stabil, bagus & mudah dipahami (persingkat alur bantuan agar lebih sederhana) & jangan terlalu tinggi min. Os nya .. Pelanggan - user old tech. banyak tertinggal dibawah",Respons Pengembang & CS
"kenapa saya ngisi gopay tidak masuk dan saldo masih blum nambah juga ?padahal udah komplain juga lewat emailnya tp gada balesannya , sampai saya nanya ke kasir alfamart nya yang keterangannya disana udah sukses tapi saldo gopay saya masih belum nambah juga..",Harga & Promosi
"Tolong untuk pihak gojek dan drivernya saya kalau setiap malam pasti dpt driver yang lupa atau gimana, dia pasti kecantol sama pesanan saya dan terpaksa saya harus skip dan bisa sampai 2 kali skip drivernya. Driver nya diem aja sampe 10 mnt udh saya coba chat sama telp tpi gak ada respon, sudah itu saja yang saya komplain.",Interaksi & Pelayanan Driver
"Saya mau transfer uang, disuruh upgrade dulu.. Dan Saya upgrade. Setelah nunggu lama. Upgrade selesai.. Eh pas saya mau transfer kok malah disuruh upgrade lagi? Pas saya pencet notif tersebut keterangannya gopay saya sudah ke upgrade. Ini gimana yaa.. Jujur kecewa parahh.. Tau gitu saya mending transfer lewat bank..",Kualitas Teknis & Aplikasi
"Cs nya rata rata kurang solutif, memberikan jawaban yang itu itu saja. Banyak di alihkan ke email atau apalah , mau nelpon juga kadang susah ribet banget pengen nanya dan ngadu juga.",Respons Pengembang & CS
"CS GAK KERJA YAA LAMA BANGET PROSESNYA, DATA SAYA DIPAKE LHOO, udah lewat menu bantuan udah lewat call center, trus ig ga respon juga,tetep aja kerjanya lama banget,, tetep ga akan berubah penilaian akun dipake pribadi kok bisa kemana mana, trus paylater dibekukan juga,, hadehh pake menu bantuan yg jawab mesin otomatis capek eeuy komplen ga ada respon yg pas,",Ketepatan Waktu & Efisiensi
"Susah mo update..nyoba berhari-hari tetep gak bisa padahal jaringan data full dan sinyal bagus,sampek install apk lain yg sejenis dah..yah gimana kita butuh jg utk mobile dan food nya jg",Interaksi & Pelayanan Driver
"Dear gojek, jujur aja dua bulan belakangan ini kecewa sekali. Driver yang ada di aplikasi saya selalu gak menerima pesanan terhitung sudah dua bulan sejak december kemarin. Bahkan pesanan goride saya suka bilang gak ambil orderan saya tp orang lain. Mohon lain kali untuk upgrade kedepannya bisa lebih baik",Interaksi & Pelayanan Driver
"sistem baru kurang bagus kalo di hari raya seperti idul fitri atau yang lainnya. dan tidak ada tombol batalkan pesanan. jdi harus nunggu sampai dapet notif. harusnya disediakan tombol batalkan pesanan, supaya customer tidak nunggu yg gak pasti.",Interaksi & Pelayanan Driver
"Komplen ga bisa masuk akun. Telpon ke cs menanyakan solusi. Cs beri saran solusinya suruh ganti hp. Hahaha ya ampun sangat tidak membantu sarannya, pengen kesel tapi yaudahlah mending akhiri percakapan di telpon daripada tambah kesel. Tingkatkan lagi ya GOJEK dalam menjawab solusi keluhan pengguna aplikasi. Thanks",Kualitas Teknis & Aplikasi
"Appsnya sudah sangat membantu, cuman masalahnya yg paling mengganggu adalah suara notifikasi dan notifikasi yg tidak bisa di matikan, mohon ditambahkan di pengaturan pada pembaruan selanjutnya",Lainnya / Umum
"Jadi customer gojek/gofood bertahun"". Tiba"" ga dapet promo gofood lagi. Saya tanya pusat bantuan, katanya ada pelanggaran promo. Saya tanya pelanggarannya dmana? Saya merasa tidak melakukan pelanggaran,saya order seperti biasa. Cuma dijawab ga bisa bantu. Saya si gpp ga dapet promo gofood lagi, cuma jangan seenaknya tuduh orang melakukan pelanggaran tanpa menjelaskan pelanggaran yang dimaksud. Jeleknya complain pake chat gt, ngasal aja jawabnya. Diminta jelaskan, malah diulang jawabannya.",Kualitas Teknis & Aplikasi
"Per hari ini, saya unsintal aplikasi. Masak nyari ngocar susah banget. 1,5 jam nyari 7 driver cancel semua. Ada yang tidak bergerak. Kalau gak niat kerja, baiknya jangan di nyalain aplikasi nya. Giliran orderan anyep, nyalahin aplikator. Driver gendeng semua.",Interaksi & Pelayanan Driver
"Aplikasinya ribet, terlalu banyak menu dan info ga jelas. Segala macem go go betebaran dimenu. Terlalu ambisius, Cari riwayat perjalanan aja setengah mati muter2. Coba contoh grab. Aplikasinya simpel, mudah, jelas. To the point pada main bisnisnya.",Kualitas Teknis & Aplikasi
"saya pengguna gojek, namun terkadang untuk belanja banyak yang minta cancel kalau belanjaan diatas 150 an. suka kesel tapi kadang sama driver gak boleh diceklist, trus harus gimana. padahl kan kita mau berbagi rezeki.",Interaksi & Pelayanan Driver
"blok bngt, pasang lok gofod udh bener , ngapa berubah ke lok lain aneh aneh",Respons Pengembang & CS
"Untuk Ojol dan Go food keren. Tp apk paylater nya sangat ribet. Limit sudah dapat, sudah bisa digunakan, tapi tiba2 limit ditahan dan gak bisa digunakan lagi. Padahal sblm jatuh tempo sudah dibayar, gak ada transasksi yg menyalahi.",Interaksi & Pelayanan Driver
"Tolong ongkir jangan terlalu sering berubah-ubah, mau pesan gofood awalnya ongkir 12rb begitu saya tunda untuk pesan karena cek wa, ongkir jadi naik 12.500. Saran saya jika ada kenaikan ongkir dikonfirmasi dulu ke customer",Harga & Promosi
"memang ada peningkatan pada map go food, loading menjadi lebih cepat, namun sekarang jadi ngga bisa pesan untu orang di luar kota karena selalu terkunci lokasi di sekitar kita.",Ketepatan Waktu & Efisiensi
"dipesan beberapa kali tidak ada respon samsak, padahal mau nganter orang sakit, kebangetan dah",Respons Pengembang & CS
"sangat membantu bagi saya yg susah untuk keluar rumah, tp sekarang voucer nya tidak banyak dan diskon nya kurang besar, dan sekarang untuk ongkir gofood nya cuma bisa untuk sebagian saja dan yg superparnert tidak berlaku , klo bisa sich gratis ongkir nya bisa dipakai untuk semua toko yg ada di gojek",Harga & Promosi
Cs gjk di hubungii malahan ngasih jalan buntu. Gak ngasih jalan keluar. Klo mau gantii no hp yg gak atif untuk log in harus pke email yg aktif. Trus mo ganti email itu yg udah ak aktf malah disuruh buka aplikasi.. udah dibilangin gak bisa log in.. mlah disuruh buka aplikasi untk ubah email.. gak ada jalan keluarr.. gjk mengecewakan sumpahh..,Kualitas Teknis & Aplikasi
"Tolong dong Gojek! Akun sy gak bisa di buka, karena No HP sy Sdh tak aktif lagi dan Hilang, Mau masuk hrus masukin PIN ,gimana saya bisa terima kode OTP kalau nomer Hp sy hilang dan tak aktif sudah komplain di EMAIL tapi tidak ada kepastian.sdh foto pakai KTP dan lain sebagai nya Tapi tidak ada tindakan lebih lanjut.!!!!",Kualitas Teknis & Aplikasi
"Pelayanan admin gojek nya soal perubahan nomor telepon dan tidak bisa login baik sekali, gak sampe 24 jam langsung di rubah. Dan di konfirmasi email hanya dalam 30 menit padahal weekend. Terimakasih atas pelayanannyaaaa.",Ketepatan Waktu & Efisiensi
"Aplikasi penumpang dan driver kurang sinkron ,kasian drivernya bila dapat bintang dibawah 5 karena saat penjemputan dan pengantaran di aplikasi penumpang kelihatan driver ga jalan setelah dapat order,padahal sebetulnya sudah dalam perjalanan ,bahkan sudah hampir dekat dengan titik penjemputan atau pengantaran ,mohon diperhatikan masalah kecil ini,tapi masalah besar buat drivernya ya..terima kasih",Interaksi & Pelayanan Driver
"Tolong diperbaiki, saya sudah pesan dan dapat driver pertama. Lalu ada driver kedua menelpon saya padahal saya sudah selesai naik gojek. Kemudian saya buka app, statusnya ""finding driver"" dan saya dapat driver ketiga. Kasihan drivernya kalo appnya error seperti ini",Interaksi & Pelayanan Driver
"Tolong dong di perbaiki. Saya nyoba daftar pakai no baru tapi kenapa gak bisa semua (saya punya 3 email). Tolong dong di permudah login atau daftar, kalau bisa login pakai email saja atau no saja. Pas bagian isi email selalu gagal (alasannya sih email sudah terdaftar, tapi nyatanya saya belum pernah mendaftar pakai ke3 email tsb.)",Respons Pengembang & CS
"aplikasi nya memuaskan, pelayanaan go foodnya untuk 1 driver yang saya temui, kurang nyaman dan maksimal. biasanya ramah, tepat waktu. untuk kali ini no etitude kurang baik. tolong maksimalkan kinerja para drivernya",Interaksi & Pelayanan Driver
"Diturunkan driver gocar krn ktnya takut dapat bintang 1 dari pelanggan... 
apakah mmg bisa spt itu.... pdhl cuma ditanya knp lama.... trimakasih",Interaksi & Pelayanan Driver
Bagus dan murah kendaraan nya,Harga & Promosi
"Saya sangat kecewa sekali, banyak driver kurang komunikasi, saya nelpon gak di angkat-angkat, saya chat susah sekali sama driver sekarang, gak seperti dulu, kadang lokasi driver terlalu jauh, dan susah.",Interaksi & Pelayanan Driver
"Saya tidak bisa cancel orderan padahal baru 2 menit gara2 urgent, pesanan sebelumnya resto tutup padahal di app buka. Tampilannya juga kurang user friendly",Interaksi & Pelayanan Driver
"Aplikasi bagus membantu. Tapi tidak pada layanan callcenternya. Tolong pertegas SOP CS callcenternya agar memahami solusi dan khususnya masalah etika, tata bahasa dan tata nada berbicara kepada customer. Pengalaman lapor CS callcenter sangat tidak ramah dan solusinya lempar sana lempar sini akhirnya customer dibuat bingung.",Interaksi & Pelayanan Driver
Untuk merchant super tidak bisa di batalkan dalam waktu lama. Saya lama sekali menunggu driver tidak mau jalan dan pesanan tidak bisa di batalkan. Sangat tidak efektif fitur ini. Bisa bikin Buang-buang waktu sj,Interaksi & Pelayanan Driver
keren banget driver nya juga motor nya bagus bagus,Interaksi & Pelayanan Driver
"Setiap beli paket data selalu dan bukan terkadang, tapi selalu tidak langsung masuk, tapi harus komplain terlebih dulu beberapa jam, kalau sedang urgent/BU gimana?!!",Ketepatan Waktu & Efisiensi
"Maaf sebelum nya saya kasih 1. Bintang makin hari makin ngaur ,ditulis update dan saya update eh ternyata gak bisa ,jdi nya gak bisa bukak aplikasih gojek,aku unisntal trus aku instal lagi malah gak bisa ,binggung saya dibilang signal sudah cobak wifi,dan data paling tinggi telkomsel gak bisa ,tolong dong kebijakannya gopay saya mana masih ada lagi didlm",Kualitas Teknis & Aplikasi
"Aplaikasi berat bgt ini .. padahal koneksi inet lancar. Hape bukan hape kentang. Tapi tiap masuk menu gofood muter2 keburu pingsan kelaparan. Jangan bilang pastikan koneksi inet stabil , gw buka yutub lancar buka apk ojol lain lancar. Emg apk nya aja banyak bugs",Interaksi & Pelayanan Driver
Saya baru buka lagi aplikasi ini karena saya kecewa dengan Drive motornya sombong n tidak sopan. Saya ada story' order sudah 1 jam lebih baru datang. Lha giliran sudah sampai malah pergi tidak mau antar . Waktu itu dari pasar dan bawahan saya hanya 2 kantong palstik.mohon admin tolong dididik para Drive motor agar lebih baik lagi.terima kasih .,Interaksi & Pelayanan Driver
Maaf sebelumnya...namun saya lebih suka versi lama. Karna tampilannya simple dan ga seribet seruwet sekarang. Kalo bisa promo yg ditingkatkan..bukan tampilannya dibuat seruwet ini...,Ketepatan Waktu & Efisiensi
"Awalnya saya suka pakai aplikasi gojek, tapi setelah pembaharuan di sistem aplikasi go shop yg gabung dengan go mart harusnya lebih mudah menemukan produk yang kita cari secara detail di setiap toko yg kita kunjungi..seperti go food misalnya udh oke bgt tu.",Kualitas Teknis & Aplikasi
